video,moisture,spring,displacement,motor,U,L_1,L_2,L_3,L_4,C_1,C_2,C_3,C_4,O,X
*GH014048,7,2200,0.22,45,0,0,0,0,1,0,0,1,0,1,0
*GH014049,7,2200,0.22,45,0,0,0,0,0,0,0,1,0,1,0
*GH014050,7,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014051,7,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014052,7,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014053,7,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014054,7,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014055,7,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014056,7,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014057,7,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014058,7,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,1
*GH014059,7,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014060,7,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014061,7,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014062,7,2200,0.22,30,0,0,0,0,1,0,0,1,0,1,0
*GH014063,7,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014064,7,2200,0.29,45,0,0,0,0,1,0,1,0,0,1,0
*GH014065,7,2200,0.29,45,0,0,0,0,1,0,1,0,0,1,0
*GH014066,7,2200,0.29,45,0,0,0,0,1,0,0,0,1,1,0
*GH014067,7,2200,0.29,45,0,0,0,0,1,0,0,1,0,0,0
*GH014068,7,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014069,7,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014070,7,2200,0.29,60,0,0,0,0,1,0,1,0,0,1,0
*GH014071,7,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014072,7,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014073,7,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014074,7,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,0
*GH014075,7,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,1
*GH014076,7,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014077,7,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014078,7,2200,0.22,45,0,0,0,0,1,0,0,1,0,1,0
*GH014079,7,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014080,7,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014081,7,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014082,7,2200,0.36,60,0,0,0,0,1,1,0,0,0,0,0
*GH014083,7,2200,0.36,60,1,0,0,0,0,0,0,0,0,0,0
*GH014084,7,2200,0.36,60,1,0,0,0,0,0,0,0,0,0,0
*GH014085,7,2200,0.36,60,0,0,0,0,1,1,0,0,0,0,0
*GH014086,7,2200,0.36,60,0,0,0,0,1,0,1,0,0,1,0
*GH014087,7,2200,0.36,60,0,0,0,1,0,1,0,0,0,0,0
*GH014088,7,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014089,7,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014090,7,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014091,7,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014092,7,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014093,7,2200,0.22,60,0,0,0,0,1,0,0,1,0,1,0
*GH014094,7,2200,0.22,30,0,0,0,0,1,0,0,1,0,1,0
*GH014095,7,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014096,7,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014097,7,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014098,7,2200,0.22,30,0,0,0,0,1,0,0,1,0,1,0
*GH014099,7,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014100,7,2200,0.36,45,0,0,0,0,1,1,0,0,0,0,0
*GH014101,7,2200,0.36,45,0,0,0,1,0,1,0,0,0,0,0
*GH014102,7,2200,0.36,45,0,0,0,0,1,0,1,0,0,0,0
*GH014103,7,2200,0.36,45,0,0,0,1,0,0,0,1,0,1,0
*GH014104,7,2200,0.36,45,0,0,0,0,1,0,1,0,0,1,0
*GH014105,7,2200,0.36,45,0,0,0,0,1,1,0,0,0,0,0
*GH014106,7,2200,0.29,45,0,0,0,0,1,0,0,0,1,1,1
*GH014107,7,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014108,7,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014109,7,2200,0.29,45,0,0,0,0,1,0,0,1,0,0,0
*GH014110,7,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014111,7,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014112,7,2200,0.36,30,0,0,0,0,1,1,0,0,0,0,0
*GH014113,7,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014114,7,2200,0.36,30,0,0,0,0,1,0,0,0,1,1,1
*GH014115,7,2200,0.36,30,0,0,0,0,1,0,1,0,0,0,0
*GH014116,7,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014117,7,2200,0.36,30,0,0,0,0,1,0,0,0,1,1,1
*GH014118,7,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,0
*GH014119,7,2200,0.29,60,0,0,0,0,1,0,0,1,0,0,0
*GH014120,7,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,0
*GH014121,7,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014122,7,2200,0.29,60,0,0,0,0,1,0,1,0,0,1,0
*GH014123,7,2200,0.29,60,0,0,0,0,1,0,1,0,0,1,0
*GH014124,7,2200,0.29,30,0,0,0,0,1,1,0,0,0,1,0
*GH014125,7,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014126,7,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014127,7,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014128,7,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014129,7,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014130,5,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014131,5,2200,0.29,60,0,0,0,0,1,0,1,0,0,1,0
*GH014132,5,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014133,5,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014134,5,2200,0.29,60,0,0,0,0,1,0,1,0,0,1,0
*GH014135,5,2200,0.29,60,0,0,0,1,0,0,0,1,0,1,0
*GH014136,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014137,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014138,5,2200,0.22,45,0,0,0,0,1,0,0,1,0,1,0
*GH014139,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,1
*GH014140,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,1
*GH014141,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,1
*GH014142,5,2200,0.36,30,0,0,0,1,0,1,0,0,0,0,0
*GH014143,5,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014144,5,2200,0.36,30,0,0,0,0,1,1,0,0,0,1,0
*GH014145,5,2200,0.36,30,0,0,0,0,1,1,0,0,0,0,0
*GH014146,5,2200,0.36,30,0,0,0,0,1,0,0,1,0,1,0
*GH014147,5,2200,0.36,30,1,0,0,0,0,0,0,0,0,0,0
*GH014148,5,2200,0.36,60,0,0,0,0,1,0,0,0,1,1,1
*GH014149,5,2200,0.36,60,0,0,0,0,1,0,0,0,0,1,0
*GH014150,5,2200,0.36,60,0,0,0,0,1,0,0,1,0,1,0
*GH014151,5,2200,0.36,60,1,0,0,0,0,0,0,0,0,0,0
*GH014152,5,2200,0.36,60,1,0,0,0,0,0,0,0,0,0,0
*GH014153,5,2200,0.36,60,0,0,0,0,1,0,1,0,0,0,0
*GH014154,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014155,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014156,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014157,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014158,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014159,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014160,5,2200,0.29,45,0,0,0,0,1,1,0,0,0,0,0
*GH014162,5,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014163,5,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014164,5,2200,0.29,45,0,0,0,0,1,0,0,0,1,1,0
*GH014165,5,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014166,5,2200,0.29,45,0,0,0,0,1,0,0,0,1,1,0
*GH014167,5,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014168,5,2200,0.29,30,0,0,0,1,0,0,0,1,0,1,0
*GH014169,5,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014170,5,2200,0.29,30,0,0,0,1,0,0,1,0,0,1,0
*GH014171,5,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014172,5,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014173,5,2200,0.36,45,0,0,0,1,0,0,0,1,0,1,0
*GH014174,5,2200,0.36,45,0,0,0,1,0,1,0,0,0,0,0
*GH014175,5,2200,0.36,45,0,0,0,1,0,0,1,0,0,1,0
*GH014176,5,2200,0.36,45,0,0,0,1,0,1,0,0,0,0,0
*GH014177,5,2200,0.36,45,0,0,0,0,1,1,0,0,0,0,0
*GH014178,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014179,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014180,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014181,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014182,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,1
*GH014183,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014184,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014185,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014186,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,1
*GH014187,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014188,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014189,5,2200,0.22,30,0,0,0,0,0,0,0,0,0,0,1
*GH014190,5,2200,0.29,60,0,0,0,0,1,1,0,0,0,0,0
*GH014191,5,2200,0.29,60,0,0,0,0,1,0,0,1,0,0,0
*GH014192,5,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,1
*GH014193,5,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014194,5,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014195,5,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,1
*GH014196,5,2200,0.29,45,0,0,0,0,1,0,1,0,0,0,0
*GH014197,5,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014198,5,2200,0.29,45,0,0,0,0,1,0,0,0,1,1,0
*GH014199,5,2200,0.29,45,0,0,0,0,1,0,1,0,0,1,0
*GH014200,5,2200,0.29,45,0,0,0,0,1,0,1,0,0,1,0
*GH014201,5,2200,0.29,45,0,0,0,0,1,0,0,0,1,1,0
*GH014202,5,2200,0.36,45,0,0,0,0,1,1,0,0,0,0,0
*GH014203,5,2200,0.36,45,0,0,0,0,1,0,1,0,0,1,0
*GH014205,5,2200,0.36,45,0,0,0,0,1,0,0,1,0,1,0
*GH014206,5,2200,0.36,45,0,0,0,0,1,1,0,0,0,0,0
*GH014207,5,2200,0.36,45,0,0,0,1,0,1,0,0,0,0,0
*GH014214,5,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014215,5,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014216,5,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014217,5,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014218,5,2200,0.29,30,0,0,0,0,1,0,1,0,0,0,0
*GH014219,5,2200,0.29,30,0,0,0,1,0,0,1,0,0,0,0
*GH014220,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014221,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,0,0
*GH014222,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014223,5,2200,0.22,45,0,0,0,0,1,0,0,1,0,1,0
*GH014224,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014225,5,2200,0.36,30,0,0,0,0,1,0,1,0,0,0,0
*GH014226,5,2200,0.36,30,0,0,0,0,1,0,1,0,0,0,0
*GH014227,5,2200,0.36,30,0,0,0,0,1,0,0,1,0,1,0
*GH014228,5,2200,0.36,30,1,0,0,0,0,0,0,0,0,0,0
*GH014229,5,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014230,5,2200,0.36,30,0,0,0,1,0,0,1,0,0,1,0
*GH014231,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014232,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014233,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014234,5,2200,0.22,60,0,0,0,0,1,0,0,1,0,1,0
*GH014235,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014236,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014237,5,2200,0.36,60,0,0,0,1,0,1,0,0,0,0,0
*GH014238,5,2200,0.36,60,0,0,0,0,1,1,0,0,0,0,0
*GH014239,5,2200,0.36,60,0,0,0,1,0,1,0,0,0,0,0
*GH014240,5,2200,0.36,60,0,0,0,0,1,1,0,0,0,0,0
*GH014241,5,2200,0.36,60,0,0,0,0,1,0,1,0,0,0,0
*GH014242,5,2200,0.36,60,0,0,0,1,0,1,0,0,0,1,0
*GH014243,5,2200,0.22,60,0,0,0,0,1,0,0,1,0,1,0
*GH014244,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,1
*GH014245,5,2200,0.22,60,0,0,0,0,1,0,0,1,0,1,0
*GH014246,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014247,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014248,5,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014249,5,2200,0.36,30,0,0,0,0,1,0,0,1,0,0,0
*GH014250,5,2200,0.36,30,0,0,0,0,1,0,0,1,0,1,0
*GH014251,5,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014252,5,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014253,5,2200,0.36,30,0,0,0,0,1,0,0,1,0,1,0
*GH014254,5,2200,0.36,30,0,0,0,0,1,1,0,0,0,0,0
*GH014255,5,2200,0.29,45,0,0,0,0,1,1,0,0,0,0,0
*GH014256,5,2200,0.29,45,0,0,0,1,0,0,1,0,0,0,0
*GH014257,5,2200,0.29,45,0,0,0,0,1,0,0,0,1,1,0
*GH014258,5,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014259,5,2200,0.29,45,0,0,0,0,1,0,1,0,0,1,0
*GH014260,5,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014261,5,2200,0.29,30,0,0,0,1,0,0,1,0,0,1,0
*GH014262,5,2200,0.29,30,0,0,0,1,0,0,0,1,0,1,0
*GH014263,5,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014264,5,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014265,5,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014266,5,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014267,5,2200,0.36,60,0,0,0,0,1,1,0,0,0,0,0
*GH014268,5,2200,0.36,60,0,0,0,0,1,0,1,0,0,1,0
*GH014269,5,2200,0.36,60,0,0,0,0,1,0,0,0,1,1,0
*GH014270,5,2200,0.36,60,0,0,0,0,1,1,0,0,0,0,0
*GH014271,5,2200,0.36,60,0,0,0,0,1,0,0,1,0,1,0
*GH014272,5,2200,0.36,60,0,0,0,0,1,0,0,0,1,1,1
*GH014273,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014274,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014275,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014276,5,2200,0.22,30,0,0,0,0,1,0,0,1,0,1,0
*GH014277,5,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014278,5,2200,0.29,60,0,0,0,1,0,0,1,0,0,1,0
*GH014279,5,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,0
*GH014280,5,2200,0.29,60,0,0,0,0,1,0,1,0,0,1,0
*GH014281,5,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014282,5,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014283,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014284,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014285,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014286,5,2200,0.22,45,0,0,0,0,1,0,1,0,0,1,0
*GH014287,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014288,5,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014289,5,2200,0.36,45,0,0,0,0,1,0,1,0,0,0,0
*GH014290,5,2200,0.36,45,0,0,0,0,1,1,0,0,0,0,0
*GH014291,5,2200,0.36,45,1,0,0,0,0,0,0,0,0,0,0
*GH014292,5,2200,0.36,45,0,0,0,0,1,0,0,0,1,1,0
*GH014293,5,2200,0.36,45,0,0,0,0,1,0,1,0,0,1,0
*GH014294,5,2200,0.36,45,0,0,0,0,1,0,0,0,1,1,0
*GH014297,9,2200,0.29,60,0,0,0,1,0,1,0,0,0,1,0
*GH014298,9,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,0
*GH014299,9,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,0
*GH014300,9,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014301,9,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014302,9,2200,0.29,60,0,0,0,0,1,0,1,0,0,1,0
*GH014304,9,2200,0.22,45,0,0,0,0,1,0,0,1,0,1,0
*GH014305,9,2200,0.22,45,0,0,0,0,1,0,0,1,0,1,0
*GH014306,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014307,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014308,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,1
*GH014309,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014310,9,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014311,9,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014312,9,2200,0.36,30,0,0,0,0,1,0,0,0,1,1,1
*GH014313,9,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014314,9,2200,0.36,30,0,0,0,1,0,1,0,0,0,0,0
*GH014315,9,2200,0.36,30,0,0,0,1,0,0,1,0,0,1,0
*GH014316,9,2200,0.36,60,0,0,0,1,0,0,1,0,0,0,0
*GH014317,9,2200,0.36,60,0,0,0,0,1,1,0,0,0,0,0
*GH014318,9,2200,0.36,60,0,0,0,0,1,0,1,0,0,1,0
*GH014319,9,2200,0.36,60,0,0,0,0,1,0,0,1,0,1,0
*GH014320,9,2200,0.36,60,0,0,0,0,1,0,0,1,0,0,0
*GH014321,9,2200,0.36,60,1,0,0,0,0,0,0,0,0,0,0
*GH014322,9,2200,0.22,30,0,0,0,0,1,0,0,1,0,1,0
*GH014323,9,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014324,9,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014325,9,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014326,9,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014327,9,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014328,9,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014329,9,2200,0.29,45,0,0,0,1,0,1,0,0,0,0,0
*GH014330,9,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014331,9,2200,0.29,45,0,0,0,1,0,0,1,0,0,1,0
*GH014332,9,2200,0.29,45,0,0,0,0,1,0,1,0,0,1,0
*GH014333,9,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014334,9,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014335,9,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014336,9,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014337,9,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014339,9,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014340,9,2200,0.29,30,0,0,0,0,1,0,1,0,0,1,0
*GH014341,9,2200,0.36,45,0,0,0,1,0,1,0,0,0,0,0
*GH014342,9,2200,0.36,45,0,0,0,0,1,0,0,0,1,1,0
*GH014343,9,2200,0.36,45,0,0,0,0,1,0,0,1,0,1,0
*GH014344,9,2200,0.36,45,0,0,0,1,0,1,0,0,0,0,0
*GH014345,9,2200,0.36,45,0,0,0,1,0,1,0,0,0,0,0
*GH014346,9,2200,0.36,45,0,0,0,0,1,0,0,0,1,1,0
*GH014347,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014348,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014349,9,2200,0.22,60,0,0,0,0,1,0,0,1,0,1,0
*GH014350,9,2200,0.22,60,0,0,0,0,1,0,0,1,0,1,0
*GH014351,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014352,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014353,9,2200,0.22,30,0,0,0,0,1,0,0,1,0,1,0
*GH014354,9,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014355,9,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014356,9,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014357,9,2200,0.22,30,0,0,0,0,1,0,0,0,1,1,0
*GH014358,9,2200,0.22,30,0,0,0,0,1,0,1,0,0,1,0
*GH014359,9,2200,0.29,60,0,0,0,0,1,0,0,0,1,1,0
*GH014360,9,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014361,9,2200,0.29,60,0,0,0,0,1,0,1,0,0,1,0
*GH014362,9,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014363,9,2200,0.29,60,0,0,0,0,1,0,1,0,0,1,0
*GH014364,9,2200,0.29,60,0,0,0,0,1,0,0,1,0,1,0
*GH014365,9,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014366,9,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014367,9,2200,0.29,45,0,0,0,0,1,0,0,1,0,1,0
*GH014368,9,2200,0.29,45,0,0,0,0,1,0,1,0,0,1,0
*GH014369,9,2200,0.29,45,0,0,0,0,0,0,0,0,0,0,1
*GH014370,9,2200,0.29,45,0,0,0,0,1,0,1,0,0,1,0
*GH014371,9,2200,0.36,45,0,0,0,0,1,1,0,0,0,0,0
*GH014372,9,2200,0.36,45,0,0,0,1,0,1,0,0,0,0,0
*GH014373,9,2200,0.36,45,0,0,0,0,1,1,0,0,0,0,0
*GH014374,9,2200,0.36,45,1,0,0,0,0,0,0,0,0,0,0
*GH014375,9,2200,0.36,45,1,0,0,0,0,0,0,0,0,0,0
*GH014376,9,2200,0.36,45,0,0,0,0,0,1,0,0,0,0,0
*GH014377,9,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014378,9,2200,0.29,30,0,0,0,0,1,0,0,0,1,1,0
*GH014379,9,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014380,9,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014381,9,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014382,9,2200,0.29,30,0,0,0,0,1,0,0,1,0,1,0
*GH014383,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014384,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014385,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,1
*GH014386,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014387,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014388,9,2200,0.22,45,0,0,0,0,1,0,0,0,1,1,0
*GH014389,9,2200,0.36,30,0,0,0,0,1,0,1,0,0,0,0
*GH014390,9,2200,0.36,30,0,0,0,0,1,0,1,0,0,1,0
*GH014391,9,2200,0.36,30,0,0,0,1,0,0,1,0,0,0,0
*GH014392,9,2200,0.36,30,0,0,0,1,0,1,0,0,0,0,0
*GH014393,9,2200,0.36,30,0,0,0,1,0,1,0,0,0,0,0
*GH014394,9,2200,0.36,30,0,0,0,0,1,0,0,0,0,1,1
*GH014395,9,2200,0.22,60,0,0,0,0,1,0,0,1,0,1,0
*GH014396,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014397,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,1
*GH014398,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014399,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014400,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014401,9,2200,0.36,60,0,0,0,0,1,0,1,0,0,0,0
*GH014402,9,2200,0.36,60,0,0,0,0,1,0,0,0,1,1,0
*GH014403,9,2200,0.36,60,0,0,0,0,1,1,0,0,0,0,0
*GH014404,9,2200,0.36,60,0,0,0,0,1,0,1,0,0,1,0
*GH014405,9,2200,0.36,60,0,0,0,0,1,0,1,0,0,1,0
*GH014406,9,2200,0.36,60,0,0,0,0,1,0,1,0,0,0,0
*GH014407,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014408,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014409,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014410,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014411,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014412,9,2200,0.22,60,0,0,0,0,1,0,0,0,1,1,0
*GH014413,9,2200,0.36,45,1,0,0,0,0,0,0,0,0,0,0
*GH014414,9,2200,0.36,45,0,0,0,0,1,1,0,0,0,0,0
*GH014415,9,2200,0.36,45,1,0,0,0,0,0,0,0,0,0,0
*GH014416,9,2200,0.36,45,1,0,0,0,0,0,0,0,0,0,0
